cliente,cod_cliente,mes,articulo,descripcion,m2,ingresos,cv_pintura,cv_quimicos,cv_mod,cmg,cmg_por_m2
FRIC ROT,10001,10,000040,VAINA T2U13005,150.0,1579085.1898734176,197231.06997084108,45684.40034942273,61432.086483638595,1274737.6330695152,8498.250887130102
FRIC ROT,10001,10,000041,VAINA T2U15001,84.0,884287.7063291139,110449.39918367099,25583.264195676726,34401.96843083761,713853.0745189285,8498.250887130102
FRIC ROT,10001,10,000042,VAINA T2U15002,1320.0,13895949.670886075,1735633.4157434013,402022.72307492,540602.3610560197,11217691.171011733,8498.250887130102
FRIC ROT,10001,10,000045,VAINA T2U14005,105.0,1105359.6329113925,138061.74897958874,31979.0802445959,43002.460538547006,892316.3431486608,8498.250887130103
JAIME,10013,10,000084,"MENSULAS 0,43 A 0,53 M DE LARGO",282.52,884500.0,371478.1459210801,86045.04524479272,115705.28715571716,311271.52167841006,1101.7680931559185
LUIS ANTONIO BERRUEZO,10051,10,000771,BUTACA,12.3,102500.0,16172.947737608969,3746.120828652664,5037.431091658365,77543.50034208,6304.349621307317
MENGARELLI RUBEN JOSE,10040,10,000635,VIGAS SIMPLE 2.70 (BLANCA),30.8,210768.52248126565,40498.1130340127,9380.530205081466,12614.055091307124,148275.82415086436,4814.150134768323
MENGARELLI RUBEN JOSE,10040,10,000706,VIGA CAJON 2.7 (BLANCO),17.28,118249.35287260618,22721.019260640893,5262.842920253498,7076.976362915167,83188.5143287966,4814.150134768322
MENGARELLI RUBEN JOSE,10040,10,000754,COLUMNA CONFOR 3 MTS (BLANCO),48.0,328470.42464612826,63113.94239066914,14619.008111815272,19658.26767476435,231079.2064688795,4814.150134768323
METALLO SA,10003,10,000588,CONJUNTO HABITACIONAL,1485.0,21924153.9,1952587.5927113264,452275.56345928495,608177.6561880221,18911113.087641366,12734.756287973983
METALLURGIA SRL,10009,10,000046,ANGULO 1 X 1/8 X 3 MTS,75.0,437500.0,98615.53498542054,22842.200174711365,30716.043241819298,285326.2215980488,3804.3496213073176
PERFORMA SA,10050,10,000714,CHAPA PLEGADA 1900X800,6.08,88618.0,7994.4327028180915,1851.7410274966012,2490.0472388034846,76281.77903088184,12546.345235342407
PULPEIRO,10015,10,000069,LL R-20 ESPECIALES P01,37.5,66950.68359375,49307.76749271027,11421.100087355682,15358.021620909649,-9136.205607225602,-243.63214952601604
PULPEIRO,10015,10,000070,LL R-26/7/8/9 ESPECIALES P02,930.0,1660376.953125,1222832.6338192148,283243.2821664209,380878.9361985593,-226577.89905919496,-243.6321495260161
PULPEIRO,10015,10,000071,LL R-12/14/15/16/20 ECONOMICA P03,10.0,17853.515625,13148.73799805607,3045.6266899615152,4095.4724322425727,-2436.321495260159,-243.6321495260159
PULPEIRO,10015,10,000072,LL R-24/26 ECONOMICA P04,46.5,83018.84765625,61141.63169096073,14162.164108321045,19043.946809927962,-11328.894952959734,-243.63214952601578
SIN FIN SH,10014,10,000126,ESCALERA BRASILERA 3 ESCALONES,43.4,127789.21557128413,57065.52291156335,13218.019834432975,17774.350355932766,39731.32246935504,915.4682596625585
SIN FIN SH,10014,10,000136,ESCALERA BUTACA ECONOMICA,11.4,33566.75247724975,14989.561317783922,3472.014426556127,4668.838572756533,10436.338160153167,915.4682596625585
SIN FIN SH,10014,10,000138,CARRETA TINA,4.54,13367.811951466128,5969.527051117456,1382.7145172425278,1859.344484238128,4156.225898868017,915.4682596625588
TREFER SA,10048,10,000689,"MENSULAS 0,42 A 0,53 M DE LARGO",515.16,1574100.0,677370.3867078564,156898.5045600574,210982.35781940835,528848.7509126777,1026.5718435295398
AFG INGENIERIA SRL,10049,11,000758,0132 -REFUERZO W S05,30.4,570153.83321847,33460.41568401962,7881.378955537158,14802.663573499118,514009.37500541407,16908.203125178094
AFG INGENIERIA SRL,10049,11,000776,0194 - NUDO EN X BLANCO,0.5,9377.530151619572,550.3357842766385,129.62794334765061,243.46486140623549,8454.101562589049,16908.203125178097
AFG INGENIERIA SRL,10049,11,000777,0196 - REFUERZO W S05,4.4,82522.26533425225,4842.954901634419,1140.7259014593255,2142.4907803748724,74396.09375078362,16908.203125178094
AFG INGENIERIA SRL,10049,11,000778,0197 - PLACA SOPORTE BLANCO,0.5,9377.530151619572,550.3357842766385,129.62794334765061,243.46486140623549,8454.101562589049,16908.203125178097
AFG INGENIERIA SRL,10049,11,000779,0199 - NUEVA PLACA SOP GUIA LATERAL BLANCO,4.0,75020.24121295658,4402.686274213108,1037.023546781205,1947.7188912498839,67632.81250071239,16908.203125178097
AFG INGENIERIA SRL,10049,11,000780,0133 R1 - REFUERZO W S06 BLANCO,5.2,97526.31357684356,5723.492156477041,1348.1306108155666,2532.034558624849,87922.65625092611,16908.203125178097
AFG INGENIERIA SRL,10049,11,000781,0164 - PLACA SOPORTE 2 BLANCO,5.0,93775.30151619573,5503.357842766385,1296.2794334765063,2434.648614062355,84541.01562589048,16908.203125178094
AFG INGENIERIA SRL,10049,11,000782,0187 POS A - PLANCHUELA REFUERZO VIGAS 4 MM BLANCO,6.0,112530.36181943488,6604.029411319662,1555.5353201718076,2921.578336874826,101449.21875106859,16908.203125178097
AFG INGENIERIA SRL,10049,11,000783,0187 POS B - PLANCHUELA REFUERZO VIGAS 4 MM BLANCO,3.0,56265.18090971744,3302.014705659831,777.7676600859038,1460.789168437413,50724.609375534295,16908.203125178097
AFG INGENIERIA SRL,10049,11,000784,0187 POS C - PLANCHUELA REFUERZO VIGAS 4 MM BLANCO,16.0,300080.9648518263,17610.74509685243,4148.09418712482,7790.8755649995355,270531.25000284956,16908.203125178097
AFG INGENIERIA SRL,10049,11,000785,0188 - PLACA NUDO EN T BLANCO,7.5,140662.95227429358,8255.036764149578,1944.4191502147594,3651.972921093532,126811.5234388357,16908.203125178094
AFG INGENIERIA SRL,10049,11,000786,0189 - ANGULO SOPORTE BLANCO,15.0,281325.90454858716,16510.073528299155,3888.8383004295188,7303.945842187064,253623.0468776714,16908.203125178094
AFG INGENIERIA SRL,10049,11,000787,6075 - SOPORTE BLANCO,1.0,18755.060303239145,1100.671568553277,259.25588669530123,486.92972281247097,16908.203125178097,16908.203125178097
AFG INGENIERIA SRL,10049,11,000788,0170 - PLACA SOPORTE BLANCO,0.5,9377.530151619572,550.3357842766385,129.62794334765061,243.46486140623549,8454.101562589049,16908.203125178097
AFG INGENIERIA SRL,10049,11,000789,0174 - SOPORTE INFERIOR BLANCO,2.0,37510.12060647829,2201.343137106554,518.5117733906025,973.8594456249419,33816.406250356195,16908.203125178097
AFG INGENIERIA SRL,10049,11,000790,0175 - SOPORTE SUPERIOR BLANCO,2.0,37510.12060647829,2201.343137106554,518.5117733906025,973.8594456249419,33816.406250356195,16908.203125178097
AFG INGENIERIA SRL,10049,11,000791,0185 - REFUERZO W S05 BLANCO,0.5,9377.530151619572,550.3357842766385,129.62794334765061,243.46486140623549,8454.101562589049,16908.203125178097
AFG INGENIERIA SRL,10049,11,000793,1036 - SOPORTE DE NIVEL AMARILLO,4.0,75020.24121295658,4402.686274213108,1037.023546781205,1947.7188912498839,67632.81250071239,16908.203125178097
AFG INGENIERIA SRL,10049,11,000794,1037 - ECLISA AMARILLO,6.0,112530.36181943488,6604.029411319662,1555.5353201718076,2921.578336874826,101449.21875106859,16908.203125178097
AFG INGENIERIA SRL,10049,11,000795,1041 - BARRA BALANCIN ELEVADOR AMARILLO,1.0,18755.060303239145,1100.671568553277,259.25588669530123,486.92972281247097,16908.203125178097,16908.203125178097
AFG INGENIERIA SRL,10049,11,000796,1043 - LEVA CORREA CORTADA AMARILLO,1.0,18755.060303239145,1100.671568553277,259.25588669530123,486.92972281247097,16908.203125178097,16908.203125178097
AFG INGENIERIA SRL,10049,11,000797,1044 - TAMBOR ROSCADO AMARILLO,2.0,37510.12060647829,2201.343137106554,518.5117733906025,973.8594456249419,33816.406250356195,16908.203125178097
AFG INGENIERIA SRL,10049,11,000798,1045 - HORQUILLA GONDOLA ELEVADOR AMARILLO,2.0,37510.12060647829,2201.343137106554,518.5117733906025,973.8594456249419,33816.406250356195,16908.203125178097
AFG INGENIERIA SRL,10049,11,000799,1046 - PLACA CLAMP CORREA AMARILLO,2.0,37510.12060647829,2201.343137106554,518.5117733906025,973.8594456249419,33816.406250356195,16908.203125178097
AFG INGENIERIA SRL,10049,11,000800,1052 - SOPORTE MICRO CORREAS AMARILLO,1.0,18755.060303239145,1100.671568553277,259.25588669530123,486.92972281247097,16908.203125178097,16908.203125178097
AFG INGENIERIA SRL,10049,11,000801,1061 - BARRA BALANCIN ELEVADOR AMARILLO,1.0,18755.060303239145,1100.671568553277,259.25588669530123,486.92972281247097,16908.203125178097,16908.203125178097
AFG INGENIERIA SRL,10049,11,000802,1065 - PLACA PORTA RODAMIENTOS AMARILLO,1.0,18755.060303239145,1100.671568553277,259.25588669530123,486.92972281247097,16908.203125178097,16908.203125178097
AFG INGENIERIA SRL,10049,11,000803,1070 - GUIAS CONTRAPESO AMARILLO,2.0,37510.12060647829,2201.343137106554,518.5117733906025,973.8594456249419,33816.406250356195,16908.203125178097
AFG INGENIERIA SRL,10049,11,000804,4006 - TAPA INT EJE TROLLEY AMARILLO,3.0,56265.18090971744,3302.014705659831,777.7676600859038,1460.789168437413,50724.609375534295,16908.203125178097
AFG INGENIERIA SRL,10049,11,000805,4015 - CUBRE RUEDAS TROLLEY AMARILLO,4.5,84397.77136457615,4953.022058489746,1166.6514901288556,2191.1837526561194,76086.91406330143,16908.203125178097
AFG INGENIERIA SRL,10049,11,000806,4017 - CUBRE RUEDAS MOTRIZ AMARILLO,1.5,28132.59045485872,1651.0073528299156,388.8838300429519,730.3945842187065,25362.304687767148,16908.203125178097
AFG INGENIERIA SRL,10049,11,000807,4021 - EJE RUEDA ANTIVUELCO AMARILLO,6.0,112530.36181943488,6604.029411319662,1555.5353201718076,2921.578336874826,101449.21875106859,16908.203125178097
AFG INGENIERIA SRL,10049,11,000808,4022 - SOPORTE RUEDA ANTIVUELCO AMARILLO,3.0,56265.18090971744,3302.014705659831,777.7676600859038,1460.789168437413,50724.609375534295,16908.203125178097
AFG INGENIERIA SRL,10049,11,000809,4025 - ESCALON TRABAJO AMARILLO,6.0,112530.36181943488,6604.029411319662,1555.5353201718076,2921.578336874826,101449.21875106859,16908.203125178097
AFG INGENIERIA SRL,10049,11,000810,4030 - TOPE INT BARRA AMARILLO,0.48,9002.42894555479,528.3223529055729,124.44282561374459,233.72626694998604,8115.937500085486,16908.203125178097
AFG INGENIERIA SRL,10049,11,000811,4031 - TOPE EXT BARRA AMARILLO,0.48,9002.42894555479,528.3223529055729,124.44282561374459,233.72626694998604,8115.937500085486,16908.203125178097
AFG INGENIERIA SRL,10049,11,000812,4032 - ANILLO BARRA APOYO AMARILLO,0.96,18004.85789110958,1056.6447058111457,248.88565122748918,467.4525338999721,16231.875000170972,16908.203125178097
AFG INGENIERIA SRL,10049,11,000813,4033 REV 1 - EMPUJADOR BARRA APOYO AMARILLO,6.0,112530.36181943488,6604.029411319662,1555.5353201718076,2921.578336874826,101449.21875106859,16908.203125178097
AFG INGENIERIA SRL,10049,11,000814,4035 - PLACA TRABA CARRO TRASERO AMARILLO,6.0,112530.36181943488,6604.029411319662,1555.5353201718076,2921.578336874826,101449.21875106859,16908.203125178097
AFG INGENIERIA SRL,10049,11,000815,4037 - SOPORTE BRAZO LATERAL AMARILLO,3.0,56265.18090971744,3302.014705659831,777.7676600859038,1460.789168437413,50724.609375534295,16908.203125178097
AFG INGENIERIA SRL,10049,11,000816,4038 - BRAZO LATERAL AMARILLO,6.0,112530.36181943488,6604.029411319662,1555.5353201718076,2921.578336874826,101449.21875106859,16908.203125178097
AFG INGENIERIA SRL,10049,11,000817,4043 - SOPORTE FRENO ANTICAIDAS AMARILLO,1.5,28132.59045485872,1651.0073528299156,388.8838300429519,730.3945842187065,25362.304687767148,16908.203125178097
AFG INGENIERIA SRL,10049,11,000818,4047 REV1 - CARRITO GUIA AMARILLO,1.5,28132.59045485872,1651.0073528299156,388.8838300429519,730.3945842187065,25362.304687767148,16908.203125178097
AFG INGENIERIA SRL,10049,11,000819,4048 - SOP SENSOR CARRO GUIA AMARILLO,1.5,28132.59045485872,1651.0073528299156,388.8838300429519,730.3945842187065,25362.304687767148,16908.203125178097
AFG INGENIERIA SRL,10049,11,000820,4053 - ENCAUSADOR TOPE CARRO AMARILLO,1.5,28132.59045485872,1651.0073528299156,388.8838300429519,730.3945842187065,25362.304687767148,16908.203125178097
AFG INGENIERIA SRL,10049,11,000821,4054 - TUBO GUIA CARRO AMARILLO,1.5,28132.59045485872,1651.0073528299156,388.8838300429519,730.3945842187065,25362.304687767148,16908.203125178097
AFG INGENIERIA SRL,10049,11,000822,4057 - SOP L LECTOR BARRAS AMARILLO,1.5,28132.59045485872,1651.0073528299156,388.8838300429519,730.3945842187065,25362.304687767148,16908.203125178097
AFG INGENIERIA SRL,10049,11,000823,4058 - SOP LECTOR BARRAS AMARILLO,1.5,28132.59045485872,1651.0073528299156,388.8838300429519,730.3945842187065,25362.304687767148,16908.203125178097
AFG INGENIERIA SRL,10049,11,000824,4059 - SOP BASE LECTOR BARRAS AMARILLO,1.5,28132.59045485872,1651.0073528299156,388.8838300429519,730.3945842187065,25362.304687767148,16908.203125178097
AFG INGENIERIA SRL,10049,11,000825,4062 - SOP EJE TRAVESAÑO TROLLEY AMARILLO,3.0,56265.18090971744,3302.014705659831,777.7676600859038,1460.789168437413,50724.609375534295,16908.203125178097
AFG INGENIERIA SRL,10049,11,000826,4063 - TRABA EJE TROLLEY AMARILLO,6.0,112530.36181943488,6604.029411319662,1555.5353201718076,2921.578336874826,101449.21875106859,16908.203125178097
AFG INGENIERIA SRL,10049,11,000827,5008 - SOP ROTULA PASANTE AMARILLO,8.0,150040.48242591316,8805.372548426216,2074.04709356241,3895.4377824997678,135265.62500142478,16908.203125178097
AFG INGENIERIA SRL,10049,11,000828,5027 - ARANDELA CIERRE BIELA AMARILLO,0.04,750.2024121295659,44.02686274213108,10.37023546781205,19.47718891249884,676.328125007124,16908.203125178097
AFG INGENIERIA SRL,10049,11,000829,5038 - CUBRE RUEDA MANDO AMARILLO,1.0,18755.060303239145,1100.671568553277,259.25588669530123,486.92972281247097,16908.203125178097,16908.203125178097
AFG INGENIERIA SRL,10049,11,000830,5039 - CUBRE RUEDA MANDO AMARILLO,1.0,18755.060303239145,1100.671568553277,259.25588669530123,486.92972281247097,16908.203125178097,16908.203125178097
AFG INGENIERIA SRL,10049,11,000831,5048 - CUBRE RUEDA TROLLEY AMARILLO,2.0,37510.12060647829,2201.343137106554,518.5117733906025,973.8594456249419,33816.406250356195,16908.203125178097
AFG INGENIERIA SRL,10049,11,000832,5054 - TAPA INT EJE TROLLEY AMARILLO,0.12,2250.6072363886974,132.08058822639322,31.110706403436147,58.43156673749651,2028.9843750213715,16908.203125178097
AFG INGENIERIA SRL,10049,11,000833,5064 - TRABA EJE TROLLEY AMARILLO,3.0,56265.18090971744,3302.014705659831,777.7676600859038,1460.789168437413,50724.609375534295,16908.203125178097
AFG INGENIERIA SRL,10049,11,000834,5065 - TRABA EJE TRAVESAÑO TROLLEY AMARILLO,1.0,18755.060303239145,1100.671568553277,259.25588669530123,486.92972281247097,16908.203125178097,16908.203125178097
AFG INGENIERIA SRL,10049,11,000835,6063 - SOP GUIA LATERAL AMARILLO,1.0,18755.060303239145,1100.671568553277,259.25588669530123,486.92972281247097,16908.203125178097,16908.203125178097
AFG INGENIERIA SRL,10049,11,000836,1103 - TIJERA AUX INT AMARILLO,8.0,150040.48242591316,8805.372548426216,2074.04709356241,3895.4377824997678,135265.62500142478,16908.203125178097
AFG INGENIERIA SRL,10049,11,000837,1104 - TIJERA AUX EXT AMARILLO,8.0,150040.48242591316,8805.372548426216,2074.04709356241,3895.4377824997678,135265.62500142478,16908.203125178097
AFG INGENIERIA SRL,10049,11,000838,1109 - BRAZO HORIZONTAL AMARILLO,16.0,300080.9648518263,17610.74509685243,4148.09418712482,7790.8755649995355,270531.25000284956,16908.203125178097
AFG INGENIERIA SRL,10049,11,000839,1140 - TIJERA PRINCIPAL INT AMARILLO,8.0,150040.48242591316,8805.372548426216,2074.04709356241,3895.4377824997678,135265.62500142478,16908.203125178097
AFG INGENIERIA SRL,10049,11,000840,1210 - REFUERZO TAPA SUP AMARILLO,4.0,75020.24121295658,4402.686274213108,1037.023546781205,1947.7188912498839,67632.81250071239,16908.203125178097
AFG INGENIERIA SRL,10049,11,000841,5007- BRAZO MED. CAJA AMARILLO,4.0,75020.24121295658,4402.686274213108,1037.023546781205,1947.7188912498839,67632.81250071239,16908.203125178097
AFG INGENIERIA SRL,10049,11,000842,5071- TRAVESAÑO BRAZO CABINA AMARILLO,2.0,37510.12060647829,2201.343137106554,518.5117733906025,973.8594456249419,33816.406250356195,16908.203125178097
AFG INGENIERIA SRL,10049,11,000843,5094 - SOP SENSOR 2 PINO AMAROK AMARILLO,2.0,37510.12060647829,2201.343137106554,518.5117733906025,973.8594456249419,33816.406250356195,16908.203125178097
AFG INGENIERIA SRL,10049,11,000844,5096 - SOP SENSOR PINO AMAROK AMARILLO,2.0,37510.12060647829,2201.343137106554,518.5117733906025,973.8594456249419,33816.406250356195,16908.203125178097
AFG INGENIERIA SRL,10049,11,000845,1107- BRAZO VERTICAL AMARILLO,4.0,75020.24121295658,4402.686274213108,1037.023546781205,1947.7188912498839,67632.81250071239,16908.203125178097
AFG INGENIERIA SRL,10049,11,000846,1108- BRAZO REACCION SOP AMARILLO,4.0,75020.24121295658,4402.686274213108,1037.023546781205,1947.7188912498839,67632.81250071239,16908.203125178097
AFG INGENIERIA SRL,10049,11,000847,5098 - SOP ENCODER BRAZOS AMARILLO,2.0,37510.12060647829,2201.343137106554,518.5117733906025,973.8594456249419,33816.406250356195,16908.203125178097
AFG INGENIERIA SRL,10049,11,000853,4026 - TOPE CARRO TRASERO AMARILLO,6.0,112530.36181943488,6604.029411319662,1555.5353201718076,2921.578336874826,101449.21875106859,16908.203125178097
AFG INGENIERIA SRL,10049,11,000854,4056 - TAPA PASACABLE AMARILLO,1.5,28132.59045485872,1651.0073528299156,388.8838300429519,730.3945842187065,25362.304687767148,16908.203125178097
AFG INGENIERIA SRL,10049,11,000855,4113 - TAPA PLACAS AMARILLO,1.5,28132.59045485872,1651.0073528299156,388.8838300429519,730.3945842187065,25362.304687767148,16908.203125178097
AFG INGENIERIA SRL,10049,11,000856,5003 - TRAVESAÑO SUP AMARILLO,2.0,37510.12060647829,2201.343137106554,518.5117733906025,973.8594456249419,33816.406250356195,16908.203125178097
AFG INGENIERIA SRL,10049,11,000857,5021 - BRAZO INF CAJA AMARILLO,4.0,75020.24121295658,4402.686274213108,1037.023546781205,1947.7188912498839,67632.81250071239,16908.203125178097
AFG INGENIERIA SRL,10049,11,000858,5075 - BARRA ESTABILIZADORA AMARILLO,2.0,37510.12060647829,2201.343137106554,518.5117733906025,973.8594456249419,33816.406250356195,16908.203125178097
AFG INGENIERIA SRL,10049,11,000859,5099 - PROTECCION ENCODER BRAZO AMARILLO,4.0,75020.24121295658,4402.686274213108,1037.023546781205,1947.7188912498839,67632.81250071239,16908.203125178097
AFG INGENIERIA SRL,10049,11,000860,1186 - SOP CADENA PORTACABLE AMARILLO,2.0,37510.12060647829,2201.343137106554,518.5117733906025,973.8594456249419,33816.406250356195,16908.203125178097
AFG INGENIERIA SRL,10049,11,000861,1187 - SOP CADENA PORTACABLE AMARILLO,2.0,37510.12060647829,2201.343137106554,518.5117733906025,973.8594456249419,33816.406250356195,16908.203125178097
AFG INGENIERIA SRL,10049,11,000862,1191 - PLACA SOP LIMIT SWITCH AMARILLO,2.0,37510.12060647829,2201.343137106554,518.5117733906025,973.8594456249419,33816.406250356195,16908.203125178097
AFG INGENIERIA SRL,10049,11,000863,1192 - SOP INDUCTIVO AMARILLO,2.0,37510.12060647829,2201.343137106554,518.5117733906025,973.8594456249419,33816.406250356195,16908.203125178097
AFG INGENIERIA SRL,10049,11,000864,1193 - TESTIGO AMARILLO,2.0,37510.12060647829,2201.343137106554,518.5117733906025,973.8594456249419,33816.406250356195,16908.203125178097
AFG INGENIERIA SRL,10049,11,000866,4103 - SOP L LECTOR BARRAS AMARILLO,1.5,28132.59045485872,1651.0073528299156,388.8838300429519,730.3945842187065,25362.304687767148,16908.203125178097
AFG INGENIERIA SRL,10049,11,000867,4114 - TAPA PLACAS CONTRAPESO AMARILLO,1.5,28132.59045485872,1651.0073528299156,388.8838300429519,730.3945842187065,25362.304687767148,16908.203125178097
AFG INGENIERIA SRL,10049,11,000868,5005 - BRAZO SUP CAJA AMARILLO,4.0,75020.24121295658,4402.686274213108,1037.023546781205,1947.7188912498839,67632.81250071239,16908.203125178097
AFG INGENIERIA SRL,10049,11,000869,5010 - BRAZO MOVIL 2 AMARILLO,4.0,75020.24121295658,4402.686274213108,1037.023546781205,1947.7188912498839,67632.81250071239,16908.203125178097
AFG INGENIERIA SRL,10049,11,000870,5035 - LEVA INDEXADO AMARILLO,1.0,18755.060303239145,1100.671568553277,259.25588669530123,486.92972281247097,16908.203125178097,16908.203125178097
AFG INGENIERIA SRL,10049,11,000871,5079 - APOYO TACOS CABINA AMARILLO,4.0,75020.24121295658,4402.686274213108,1037.023546781205,1947.7188912498839,67632.81250071239,16908.203125178097
AFG INGENIERIA SRL,10049,11,000872,5085 - BASE PINO AMAROK AMARILLO,2.0,37510.12060647829,2201.343137106554,518.5117733906025,973.8594456249419,33816.406250356195,16908.203125178097
AFG INGENIERIA SRL,10049,11,000873,5115 - TOPE TRASERO CARRO AMARILLO,1.0,18755.060303239145,1100.671568553277,259.25588669530123,486.92972281247097,16908.203125178097,16908.203125178097
AFG INGENIERIA SRL,10049,11,000874,5116 - SOP ESCOBILLA AMARILLO,1.0,18755.060303239145,1100.671568553277,259.25588669530123,486.92972281247097,16908.203125178097,16908.203125178097
AFG INGENIERIA SRL,10049,11,000875,1023 - SOP CAJA LJU AMARILLO,2.0,37510.12060647829,2201.343137106554,518.5117733906025,973.8594456249419,33816.406250356195,16908.203125178097
AFG INGENIERIA SRL,10049,11,000876,0001 R1 - PALLET DELANTERO AMARILLO,4.5,84397.77136457615,4953.022058489746,1166.6514901288556,2191.1837526561194,76086.91406330143,16908.203125178097
AFG INGENIERIA SRL,10049,11,000877,0006 - BASE APOYO TRAS AMA AMARILLO,1.0,18755.060303239145,1100.671568553277,259.25588669530123,486.92972281247097,16908.203125178097,16908.203125178097
AFG INGENIERIA SRL,10049,11,000878,0007 - TORRE APOYO TRAS AMA AMARILLO,1.0,18755.060303239145,1100.671568553277,259.25588669530123,486.92972281247097,16908.203125178097,16908.203125178097
AFG INGENIERIA SRL,10049,11,000879,0013 - TOPE TORRE AMARILLO,4.0,75020.24121295658,4402.686274213108,1037.023546781205,1947.7188912498839,67632.81250071239,16908.203125178097
AFG INGENIERIA SRL,10049,11,000880,0016 - BASE APOYO TRAS PAT AMARILLO,1.0,18755.060303239145,1100.671568553277,259.25588669530123,486.92972281247097,16908.203125178097,16908.203125178097
AFG INGENIERIA SRL,10049,11,000881,0018 - BASE APOYO TRAS PAT 1 AMARILLO,0.5,9377.530151619572,550.3357842766385,129.62794334765061,243.46486140623549,8454.101562589049,16908.203125178097
AFG INGENIERIA SRL,10049,11,000882,0019 - BASE APOYO TRAS PAT 2 AMARILLO,0.5,9377.530151619572,550.3357842766385,129.62794334765061,243.46486140623549,8454.101562589049,16908.203125178097
AFG INGENIERIA SRL,10049,11,000883,0022 - BASE RPS TRAS AMA AMARILLO,0.5,9377.530151619572,550.3357842766385,129.62794334765061,243.46486140623549,8454.101562589049,16908.203125178097
AFG INGENIERIA SRL,10049,11,000884,0031 - BLOQUEO PINO AMARILLO,0.5,9377.530151619572,550.3357842766385,129.62794334765061,243.46486140623549,8454.101562589049,16908.203125178097
AFG INGENIERIA SRL,10049,11,000885,0033 - BASE PINO TRAS AMARILLO,0.5,9377.530151619572,550.3357842766385,129.62794334765061,243.46486140623549,8454.101562589049,16908.203125178097
AFG INGENIERIA SRL,10049,11,000886,0035 - FIJACION MOTORREDUCTOR AMARILLO,0.5,9377.530151619572,550.3357842766385,129.62794334765061,243.46486140623549,8454.101562589049,16908.203125178097
AFG INGENIERIA SRL,10049,11,000887,0040 - PALLET DELANTERO AMARILLO,4.5,84397.77136457615,4953.022058489746,1166.6514901288556,2191.1837526561194,76086.91406330143,16908.203125178097
AFG INGENIERIA SRL,10049,11,000888,0041 - TORRE APOYO DETANT AMA AMARILLO,1.0,18755.060303239145,1100.671568553277,259.25588669530123,486.92972281247097,16908.203125178097,16908.203125178097
AFG INGENIERIA SRL,10049,11,000889,0042 - BASE APOYO DETANT AMA AMARILLO,1.0,18755.060303239145,1100.671568553277,259.25588669530123,486.92972281247097,16908.203125178097,16908.203125178097
AFG INGENIERIA SRL,10049,11,000890,0044 - TORRE APOYO DETANT PAT AMARILLO,1.0,18755.060303239145,1100.671568553277,259.25588669530123,486.92972281247097,16908.203125178097,16908.203125178097
AFG INGENIERIA SRL,10049,11,000891,0045 - BASE APOYO DETANT PAT AMARILLO,1.0,18755.060303239145,1100.671568553277,259.25588669530123,486.92972281247097,16908.203125178097,16908.203125178097
AFG INGENIERIA SRL,10049,11,000892,0051 - BUJE INDEXADOR AMARILLO,1.0,18755.060303239145,1100.671568553277,259.25588669530123,486.92972281247097,16908.203125178097,16908.203125178097
AFG INGENIERIA SRL,10049,11,000893,0053 - PLACA AGARRE DISP CARDAN AMARILLO,1.5,28132.59045485872,1651.0073528299156,388.8838300429519,730.3945842187065,25362.304687767148,16908.203125178097
AFG INGENIERIA SRL,10049,11,000894,0054 - PLACA AMARILLO,0.5,9377.530151619572,550.3357842766385,129.62794334765061,243.46486140623549,8454.101562589049,16908.203125178097
AFG INGENIERIA SRL,10049,11,000895,0055 - PLACA 2 AMARILLO,0.5,9377.530151619572,550.3357842766385,129.62794334765061,243.46486140623549,8454.101562589049,16908.203125178097
AFG INGENIERIA SRL,10049,11,000896,0056 - PLACA RPS AMA AMARILLO,0.5,9377.530151619572,550.3357842766385,129.62794334765061,243.46486140623549,8454.101562589049,16908.203125178097
AFG INGENIERIA SRL,10049,11,000897,0057 - BASTIDOR PRINCIPAL AMARILLO,5.32,99776.92081323225,5855.572744703434,1379.241317219003,2590.466125362346,89951.64062594748,16908.203125178097
AFG INGENIERIA SRL,10049,11,000898,0060 - BASE PINO DELANT AMA AMARILLO,0.5,9377.530151619572,550.3357842766385,129.62794334765061,243.46486140623549,8454.101562589049,16908.203125178097
AFG INGENIERIA SRL,10049,11,000899,0061 - PLEGADOS SOP CAJA LJU AMARILLO,1.0,18755.060303239145,1100.671568553277,259.25588669530123,486.92972281247097,16908.203125178097,16908.203125178097
AFG INGENIERIA SRL,10049,11,000900,4109 - CONTRAPESO CHICO PLATIL,30.0,562651.8090971743,33020.14705659831,7777.6766008590375,14607.891684374128,507246.0937553428,16908.203125178094
AFG INGENIERIA SRL,10049,11,000901,4110 - CONTRAPESO GRANDE PLATIL,30.0,562651.8090971743,33020.14705659831,7777.6766008590375,14607.891684374128,507246.0937553428,16908.203125178094
AFG INGENIERIA SRL,10049,11,000902,1068 - PLACA CONTRAPESO PLATIL,98.0,1837995.9097174362,107865.81371822115,25407.076896139526,47719.11283562216,1657003.9062674535,16908.203125178097
AFG INGENIERIA SRL,10049,11,000903,0175 - R2 - SOP SUPERIOR BLANCO,60.0,1125303.6181943486,66040.29411319662,15555.353201718075,29215.783368748256,1014492.1875106856,16908.203125178094
ANSA,10011,11,000105,"MENSULAS 0,43 A 0,53 M DE LARGO",518.4,1497716.6582278481,570588.1411380188,134398.25166284418,252424.36830598494,540305.8971210001,1042.2567459895836
